"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"36063","5","54","74","0","2024","1","",351,1595,1584,1600,31775014,16174394,457267,1534,"",0.50,0.35,0.34,0.34,0.29,0.36,0.32,0.86,"",-5,-1.4,-15,-0.9,-57,-3.5,-30,-1.8,824668,2.7,-666172,-4.0,-15188,-3.2,71,4.9
"36065","5","54","74","0","2024","1","",445,3476,3497,3461,72086368,34683634,920640,1594,"",0.59,0.49,0.48,0.48,0.39,0.60,0.55,0.81,"",-2,-0.4,51,1.5,55,1.6,63,1.9,5459256,8.2,671084,2.0,57695,6.7,96,6.4
"36067","5","54","74","0","2024","1","",1339,14151,14263,14264,331386128,142106540,3902663,1792,"",0.73,0.83,0.84,0.84,0.67,0.83,0.78,0.80,"",10,0.8,232,1.7,256,1.8,292,2.1,19922549,6.4,4531559,3.3,295697,8.2,76,4.4
"36069","1","54","74","0","2024","1","",1,11,12,13,267497,0,0,1715,"",2.64,0.45,0.49,0.54,0.52,0.00,0.00,1.06,"",0,0.0,-1,-8.3,0,0.0,1,8.3,2240,0.8,0,0.0,0,0.0,15,0.9
"36069","5","54","74","0","2024","1","",271,1548,1553,1555,36784496,17757445,498998,1823,"",0.58,0.42,0.42,0.42,0.37,0.46,0.41,0.87,"",11,4.2,21,1.4,24,1.6,21,1.4,1317721,3.7,358705,2.1,22257,4.7,40,2.2
"36071","1","54","74","0","2024","1","",4,41,40,38,1095947,0,0,2125,"",2.95,0.58,0.57,0.53,0.77,0.00,0.00,1.38,"",0,0.0,3,7.9,2,5.3,1,2.7,109695,11.1,0,0.0,0,0.0,111,5.5
"36071","5","54","74","0","2024","1","",1175,5919,5976,6035,111767596,59177987,1710587,1439,"",0.70,0.55,0.55,0.56,0.40,0.55,0.52,0.72,"",25,2.2,-240,-3.9,-183,-3.0,-203,-3.3,-16587738,-12.9,874841,1.5,59424,3.6,-157,-9.8
"36073","5","54","74","0","2024","1","",40,134,136,139,2328756,1419927,37176,1314,"",0.34,0.17,0.17,0.17,0.12,0.21,0.17,0.71,"",-2,-4.8,9,7.2,11,8.8,11,8.6,558714,31.6,240889,20.4,7558,25.5,233,21.6
"36075","5","54","74","0","2024","1","",132,533,537,528,8008575,4234684,167014,1157,"",0.40,0.24,0.24,0.24,0.13,0.22,0.25,0.55,"",-5,-3.6,-64,-10.7,-87,-13.9,-84,-13.7,-1460061,-15.4,-857046,-16.8,-32820,-16.4,-35,-2.9
"36077","5","54","74","0","2024","1","",109,443,487,498,7004921,3955124,101673,1132,"",0.50,0.30,0.32,0.33,0.18,0.39,0.34,0.57,"",2,1.9,28,6.7,20,4.3,36,7.8,1412895,25.3,511029,14.8,20249,24.9,172,17.9
"36079","5","54","74","0","2024","1","",330,1499,1487,1484,29444668,14797188,411083,1520,"",0.70,0.80,0.80,0.80,0.57,0.75,0.68,0.72,"",9,2.8,121,8.8,109,7.9,117,8.6,4192562,16.6,1580187,12.0,53522,15.0,107,7.6
"36081","5","54","74","0","2024","1","",4634,22226,22480,22796,419667702,201880989,6144981,1435,"",0.56,0.42,0.42,0.43,0.28,0.38,0.37,0.66,"",165,3.7,242,1.1,37,0.2,315,1.4,19461089,4.9,4372375,2.2,271098,4.6,55,4.0
"36083","1","54","74","0","2024","1","",1,20,20,20,389549,0,0,1498,"",2.48,0.78,0.78,0.78,0.55,0.00,0.00,0.71,"",0,0.0,2,11.1,2,11.1,3,17.6,72632,22.9,0,0.0,0,0.0,118,8.6
"36083","5","54","74","0","2024","1","",344,2613,2600,2590,73531039,29478795,816503,2175,"",0.68,0.67,0.66,0.66,0.53,0.93,0.82,0.80,"",12,3.6,302,13.1,263,11.3,271,11.7,14964473,25.6,3969116,15.6,141410,20.9,235,12.1
"36085","1","54","74","0","2024","1","",1,4,3,3,108462,0,0,2503,"",0.81,0.06,0.05,0.05,0.08,0.00,0.00,1.54,"",1,100.0,4,100.0,3,100.0,3,100.0,108462,100.0,0,0.0,0,0.0,2503,100.0
"36085","5","54","74","0","2024","1","",984,3641,3689,3701,74055708,33402664,1029707,1549,"",0.64,0.38,0.39,0.39,0.28,0.39,0.35,0.74,"",45,4.8,-20,-0.5,9,0.2,62,1.7,4165782,6.0,-516916,-1.5,-36799,-3.5,80,5.4
"36087","5","54","74","0","2024","1","",1595,7432,7542,7606,198007234,71380839,2004361,2024,"",0.90,0.78,0.79,0.80,0.76,0.77,0.71,0.96,"",76,5.0,169,2.3,199,2.7,250,3.4,40237995,25.5,4605590,6.9,60667,3.1,366,22.1
"36089","5","54","74","0","2024","1","",113,673,676,669,10503873,6039125,166788,1201,"",0.37,0.28,0.28,0.27,0.17,0.36,0.30,0.62,"",0,0.0,60,9.8,47,7.5,33,5.2,1682874,19.1,634976,11.7,29850,21.8,117,10.8
"36091","1","54","74","0","2024","1","",1,4,4,4,99193,0,0,1908,"",1.35,0.10,0.10,0.10,0.11,0.00,0.00,1.10,"",0,0.0,2,100.0,2,100.0,2,100.0,46811,89.4,0,0.0,0,0.0,-107,-5.3
"36091","5","54","74","0","2024","1","",820,6133,6177,6207,150944071,69751179,1926084,1881,"",0.89,0.99,0.98,0.98,0.83,0.99,0.92,0.84,"",31,3.9,-21,-0.3,33,0.5,-30,-0.5,5014034,3.4,1166613,1.7,105861,5.8,64,3.5
"36093","5","54","74","0","2024","1","",355,6152,6167,6161,244256360,77152015,1892297,3050,"",0.70,1.51,1.51,1.51,1.92,1.80,1.54,1.27,"",-10,-2.7,88,1.5,74,1.2,95,1.6,57317223,30.7,9797597,14.5,274363,17.0,683,28.9
"36095","5","54","74","0","2024","1","",44,156,173,173,2057621,1192653,31752,946,"",0.43,0.29,0.31,0.31,0.17,0.29,0.23,0.56,"",-2,-4.3,-3,-1.9,-8,-4.4,-10,-5.5,-75923,-3.6,-51643,-4.2,-1406,-4.2,5,0.5
"36097","5","54","74","0","2024","1","",30,72,75,70,881902,573635,21441,938,"",0.45,0.23,0.23,0.21,0.12,0.21,0.23,0.54,"",7,30.4,18,33.3,18,31.6,12,20.7,237770,36.9,154887,37.0,9756,83.5,58,6.6
"36099","5","54","74","0","2024","1","N",40,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",-2,-4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36101","1","54","74","0","2024","1","",1,4,4,5,86589,0,0,1537,"",4.01,0.25,0.25,0.32,0.21,0.00,0.00,0.78,"",0,0.0,0,0.0,-1,-20.0,0,0.0,-2612,-2.9,0,0.0,0,0.0,67,4.6
"36101","5","54","74","0","2024","1","",143,3514,3499,3458,166859770,29302232,824653,3677,"",0.46,1.45,1.44,1.43,2.08,1.39,1.38,1.45,"",2,1.4,-255,-6.8,-218,-5.9,-252,-6.8,-4414019,-2.6,-1202747,-3.9,135239,19.6,147,4.2
"36103","1","54","74","0","2024","1","",4,75,75,75,2590722,0,0,2657,"",0.62,0.25,0.25,0.25,0.34,0.00,0.00,1.37,"",0,0.0,2,2.7,3,4.2,4,5.6,296125,12.9,0,0.0,0,0.0,206,8.4
"36103","3","54","74","0","2024","1","",3,48,49,48,1171275,35466,745,1864,"",0.51,0.52,0.53,0.51,0.59,0.18,0.19,1.14,"",0,0.0,5,11.6,6,14.0,3,6.7,477839,68.9,-2609,-6.9,-55,-6.9,642,52.5
"36103","5","54","74","0","2024","1","",6038,38966,38963,39369,932400613,389955996,11260894,1834,"",0.75,0.84,0.84,0.84,0.62,0.76,0.69,0.73,"",104,1.8,1032,2.7,400,1.0,741,1.9,65917897,7.6,11111416,2.9,905471,8.7,97,5.6
"36105","5","54","74","0","2024","1","",174,417,435,453,6669620,4080554,119976,1179,"",0.53,0.20,0.21,0.22,0.13,0.23,0.23,0.64,"",18,11.5,22,5.6,27,6.6,52,13.0,1391993,26.4,488239,13.6,11889,11.0,167,16.5
"36107","5","54","74","0","2024","1","",60,405,410,398,8480728,4420455,120984,1613,"",0.47,0.45,0.45,0.43,0.32,0.53,0.50,0.72,"",-1,-1.6,-19,-4.5,-16,-3.8,-35,-8.1,349824,4.3,-207803,-4.5,-8291,-6.4,151,10.3
"36109","3","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",3.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36109","5","54","74","0","2024","1","",350,2415,2401,2366,59801503,24468056,651017,1922,"",0.89,0.74,0.71,0.70,0.62,1.11,1.04,0.87,"",4,1.2,-60,-2.4,-98,-3.9,-145,-5.8,-94514,-0.2,83846,0.3,28058,4.5,75,4.1
"36111","5","54","74","0","2024","1","",580,1633,1707,1677,31751625,15730587,456312,1460,"",0.69,0.40,0.42,0.41,0.31,0.42,0.40,0.76,"",12,2.1,-26,-1.6,-56,-3.2,-22,-1.3,2555584,8.8,241618,1.6,15538,3.5,144,10.9
"36113","5","54","74","0","2024","1","",167,1045,1045,1033,21247700,11505611,293473,1570,"",0.49,0.43,0.42,0.42,0.35,0.47,0.40,0.82,"",4,2.5,-91,-8.0,-116,-10.0,-98,-8.7,-79451,-0.4,-567187,-4.7,-15080,-4.9,134,9.3
"36115","5","54","74","0","2024","1","",66,231,241,239,2503776,1947613,55431,813,"",0.36,0.22,0.23,0.23,0.09,0.21,0.20,0.41,"N",2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36117","5","54","74","0","2024","1","",97,353,405,386,7379606,4389703,216101,1489,"",0.32,0.18,0.21,0.20,0.15,0.23,0.38,0.79,"",1,1.0,-19,-5.1,57,16.4,-107,-21.7,-1237282,-14.4,-466117,-9.6,-40181,-15.7,-150,-9.2
"36119","5","54","74","0","2024","1","",4512,30440,30630,30656,1770379348,273842731,7872409,4454,"",0.84,1.03,1.03,1.03,1.36,0.86,0.78,1.32,"",130,3.0,172,0.6,281,0.9,424,1.4,288479423,19.5,-16073241,-5.5,41780,0.5,690,18.3
"36121","5","54","74","0","2024","1","N",50,0,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,0,"N",4,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36123","5","54","74","0","2024","1","N",34,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",-1,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36999","1","54","74","0","2024","1","",4,63,66,65,2061350,0,0,2452,"",0.57,0.76,0.78,0.76,0.53,0.00,0.00,0.69,"",1,33.3,32,103.2,33,100.0,31,91.2,1050731,104.0,0,0.0,0,0.0,72,3.0
"36999","5","54","74","0","2024","1","",12213,28939,29110,28889,1062723759,351428454,12102631,2821,"",1.39,2.27,2.25,2.22,1.38,1.54,1.53,0.61,"",1969,19.2,1923,7.1,2158,8.0,1955,7.3,67102140,6.7,27039429,8.3,1667910,16.0,-19,-0.7
"37000","1","54","54","0","2024","1","",25,910,923,923,22968926,0,0,1923,"",0.58,0.41,0.41,0.41,0.44,0.00,0.00,1.07,"",3,13.6,42,4.8,48,5.5,47,5.4,2309950,11.2,0,0.0,0,0.0,103,5.7
"37000","2","54","54","0","2024","1","",3,4,5,5,116472,8074,81,1920,"",0.14,0.00,0.01,0.01,0.01,0.00,0.05,1.17,"",1,50.0,-1,-20.0,0,0.0,0,0.0,-6256,-5.1,-72010,-89.9,-720,-89.9,32,1.7
"37000","3","54","54","0","2024","1","",37,651,644,645,20597570,968394,11366,2450,"",0.94,0.96,0.94,0.94,1.53,0.44,1.25,1.62,"",9,32.1,95,17.1,80,14.2,86,15.4,2990673,17.0,938794,3171.6,11005,3048.5,30,1.2
"37000","5","54","54","0","2024","1","",60658,331236,333828,331880,9430409684,6477471769,47558992,2183,"",1.14,0.98,0.98,0.97,0.92,1.12,1.23,0.94,"",1845,3.1,3824,1.2,4140,1.3,4071,1.2,577224394,6.5,304594003,4.9,3542025,8.0,109,5.3
"37001","5","54","74","0","2024","1","",398,1667,1716,1718,34136980,25435154,200514,1544,"",0.65,0.35,0.36,0.36,0.32,0.36,0.50,0.88,"",11,2.8,18,1.1,43,2.6,41,2.4,3649424,12.0,1505089,6.3,-1416,-0.7,137,9.7
"37003","5","54","74","0","2024","1","",58,123,124,129,1824849,1534190,10411,1120,"",0.58,0.20,0.21,0.22,0.16,0.22,0.23,0.75,"",10,20.8,18,17.1,17,15.9,18,16.2,542335,42.3,376517,32.5,389,3.9,204,22.3
"37005","5","54","74","0","2024","1","",22,71,74,69,1014573,854565,4917,1094,"",0.45,0.32,0.33,0.30,0.27,0.36,0.32,0.84,"",-3,-12.0,-15,-17.4,-11,-12.9,-17,-19.8,-254960,-20.1,-212281,-19.9,-1663,-25.3,-46,-4.0
"37007","5","54","74","0","2024","1","N",25,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",-1,-3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37009","5","54","74","0","2024","1","",72,168,173,172,2769116,2262972,21904,1246,"",0.66,0.33,0.33,0.33,0.28,0.36,0.50,0.85,"",7,10.8,11,7.0,11,6.8,12,7.5,538968,24.2,213172,10.4,-1643,-7.0,172,16.0
"37011","5","54","74","0","2024","1","N",51,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37013","1","54","74","0","2024","1","",1,10,10,11,212182,0,0,1580,"",6.44,1.43,1.43,1.56,1.88,0.00,0.00,1.28,"",0,0.0,2,25.0,0,0.0,1,10.0,27171,14.7,0,0.0,0,0.0,55,3.6
"37013","3","54","74","0","2024","1","",1,16,16,16,121397,0,0,584,"",6.99,7.49,7.45,7.37,4.16,0.00,0.00,0.56,"",0,0.0,-2,-11.1,-5,-23.8,-2,-11.1,3181,2.7,0,0.0,0,0.0,105,21.9
"37013","5","54","74","0","2024","1","",130,444,457,455,6323264,5788959,41402,1076,"",0.67,0.42,0.43,0.42,0.28,0.43,0.53,0.67,"",4,3.2,23,5.5,27,6.3,25,5.8,704912,12.5,613206,11.8,8958,27.6,64,6.3
"37015","5","54","74","0","2024","1","N",18,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",4,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37017","1","54","74","0","2024","1","",1,1,1,1,15682,0,0,1206,"",12.83,0.16,0.16,0.16,0.16,0.00,0.00,0.98,"",0,0.0,0,0.0,0,0.0,0,0.0,1829,13.2,0,0.0,0,0.0,140,13.1
"37017","5","54","74","0","2024","1","N",40,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",-2,-4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37019","1","54","74","0","2024","1","",1,41,41,40,1101914,0,0,2084,"",2.00,2.28,2.25,2.16,3.61,0.00,0.00,1.62,"",0,0.0,5,13.9,1,2.5,0,0.0,117225,11.9,0,0.0,0,0.0,125,6.4
"37019","5","54","74","0","2024","1","",590,1590,1618,1634,45770436,28322418,249882,2181,"",0.95,0.58,0.58,0.58,0.76,0.71,0.97,1.31,"",42,7.7,70,4.6,96,6.3,94,6.1,10807360,30.9,3680792,14.9,29197,13.2,420,23.9
"37021","1","54","74","0","2024","1","",1,13,13,12,234742,0,0,1426,"",0.67,0.21,0.21,0.19,0.20,0.00,0.00,1.00,"",0,0.0,2,18.2,1,8.3,-1,-7.7,28219,13.7,0,0.0,0,0.0,102,7.7
"37021","3","54","74","0","2024","1","",1,0,0,0,0,0,0,0,"",0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,-1,-100.0,-1,-100.0,-1,-100.0,-31178,-100.0,-29600,-100.0,-361,-100.0,-2398,-100.0
"37021","5","54","74","0","2024","1","",2125,6955,6993,6950,137467028,114417183,875916,1518,"",1.15,0.72,0.72,0.72,0.59,0.74,0.88,0.82,"",91,4.5,486,7.5,461,7.1,392,6.0,9903997,7.8,11688225,11.4,102946,13.3,13,0.9
"37023","5","54","74","0","2024","1","",136,415,415,422,5805719,5129763,31995,1070,"",0.55,0.20,0.20,0.20,0.14,0.20,0.21,0.71,"",-8,-5.6,-19,-4.4,-27,-6.1,-7,-1.6,496227,9.3,266749,5.5,-676,-2.1,131,14.0
"37025","3","54","74","0","2024","1","",2,49,46,49,2662822,0,0,4267,"",2.89,4.02,3.78,4.01,13.96,0.00,0.00,3.55,"",0,0.0,0,0.0,-2,-4.2,0,0.0,289939,12.2,0,0.0,0,0.0,516,13.8
"37025","5","54","74","0","2024","1","",898,3214,3281,3250,67018759,53246775,411905,1587,"",0.96,0.53,0.54,0.54,0.46,0.63,0.75,0.86,"",21,2.4,168,5.5,274,9.1,325,11.1,11391384,20.5,7941292,17.5,65026,18.7,157,11.0
"37027","5","54","74","0","2024","1","N",132,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",7,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37029","5","54","74","0","2024","1","",25,65,66,66,1158430,1093262,7470,1357,"",0.76,0.74,0.74,0.73,0.65,1.31,1.45,0.88,"",1,4.2,5,8.3,4,6.5,9,15.8,94508,8.9,109074,11.1,9,0.1,-15,-1.1
"37031","1","54","74","0","2024","1","",1,5,5,5,128930,0,0,1984,"",3.23,0.46,0.45,0.44,0.81,0.00,0.00,1.80,"",0,0.0,0,0.0,0,0.0,0,0.0,7716,6.4,0,0.0,0,0.0,119,6.4
"37031","5","54","74","0","2024","1","",281,970,972,999,19291172,14752726,112122,1514,"",0.73,0.58,0.57,0.58,0.61,0.78,0.99,1.07,"",15,5.6,32,3.4,15,1.6,39,4.1,3452936,21.8,1141379,8.4,8209,7.9,234,18.3
"37033","5","54","74","0","2024","1","",25,58,59,57,1031939,919867,6142,1369,"",0.56,0.29,0.28,0.27,0.26,0.43,0.41,0.93,"",3,13.6,6,11.5,8,15.7,3,5.6,248230,31.7,229926,33.3,2428,65.4,217,18.8
"37035","3","54","74","0","2024","1","",1,16,15,16,145666,0,0,715,"",1.83,1.28,1.19,1.27,0.76,0.00,0.00,0.61,"",0,0.0,1,6.7,-1,-6.2,0,0.0,15430,11.8,0,0.0,0,0.0,76,11.9
"37035","5","54","74","0","2024","1","",514,2624,2633,2647,58692460,40430768,265517,1714,"",0.70,0.42,0.42,0.42,0.40,0.40,0.44,0.95,"",21,4.3,-115,-4.2,-131,-4.7,-120,-4.3,4408114,8.1,-1438106,-3.4,-6517,-2.4,199,13.1
"37037","1","54","74","0","2024","1","",1,8,9,9,163231,0,0,1449,"",4.02,0.98,1.08,1.08,1.22,0.00,0.00,1.16,"",0,0.0,0,0.0,1,12.5,1,12.5,12567,8.3,0,0.0,0,0.0,0,0.0
"37037","5","54","74","0","2024","1","",368,949,998,985,20728933,16072770,149443,1632,"",1.19,0.76,0.78,0.77,0.78,0.91,1.27,1.02,"",22,6.4,86,10.0,122,13.9,140,16.6,1397792,7.2,1491129,10.2,21206,16.5,-94,-5.4
"37039","5","54","74","0","2024","1","",90,465,459,423,7587295,6756013,23173,1300,"",0.70,0.85,0.82,0.76,0.74,1.07,0.54,0.91,"",9,11.1,-78,-14.4,-98,-17.6,-138,-24.6,363976,5.0,-13514,-0.2,2670,13.0,296,29.5
"37041","5","54","74","0","2024","1","",40,173,177,173,2880985,2579448,11748,1271,"",0.65,0.49,0.49,0.48,0.43,0.60,0.46,0.87,"",-1,-2.4,5,3.0,8,4.7,0,0.0,-14723,-0.5,81627,3.3,-603,-4.9,-39,-3.0
"37043","5","54","74","0","2024","1","N",37,0,0,0,0,0,0,0,"N",0.74,0,0,0,0,0,0,0,"N",1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37045","3","54","74","0","2024","1","",2,29,27,28,532483,0,0,1463,"",8.30,5.69,5.24,5.47,7.04,0.00,0.00,1.29,"",0,0.0,1,3.6,-4,-12.9,-3,-9.7,-10269,-1.9,0,0.0,0,0.0,71,5.1
"37045","5","54","74","0","2024","1","",179,733,738,733,13305435,10311341,81436,1393,"",0.55,0.29,0.29,0.29,0.23,0.30,0.36,0.80,"",-3,-1.6,-129,-15.0,-120,-14.0,-124,-14.5,-1476523,-10.0,-1609171,-13.5,-10796,-11.7,69,5.2
"37047","5","54","74","0","2024","1","N",85,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37049","1","54","74","0","2024","1","",1,90,92,89,1836946,0,0,1564,"",3.18,4.78,4.88,4.72,5.54,0.00,0.00,1.16,"",0,0.0,-5,-5.3,0,0.0,-1,-1.1,-78956,-4.1,0,0.0,0,0.0,-32,-2.0
"37049","5","54","74","0","2024","1","",325,2054,2082,2093,37373866,32662571,222986,1385,"",0.83,0.71,0.72,0.73,0.57,1.04,1.30,0.79,"",13,4.2,104,5.3,102,5.2,103,5.2,4654149,14.2,3585883,12.3,-42752,-16.1,110,8.6
"37051","1","54","74","0","2024","1","",5,97,104,104,2314728,0,0,1751,"",5.93,1.71,1.84,1.85,2.31,0.00,0.00,1.28,"",0,0.0,-1,-1.0,9,9.5,10,10.6,225393,10.8,0,0.0,0,0.0,71,4.2
"37051","5","54","74","0","2024","1","",870,6544,6560,6444,121653871,106145673,866608,1436,"",0.83,0.76,0.75,0.75,0.61,1.08,1.26,0.82,"",31,3.7,318,5.1,302,4.8,336,5.5,10148210,9.1,7691564,7.8,20555,2.4,52,3.8
"37053","5","54","74","0","2024","1","N",102,0,0,0,0,0,0,0,"N",0.73,0,0,0,0,0,0,0,"N",3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37055","1","54","74","0","2024","1","",1,30,29,30,624454,0,0,1619,"",3.73,3.78,3.62,3.57,5.20,0.00,0.00,1.42,"",0,0.0,4,15.4,3,11.5,3,11.1,76099,13.9,0,0.0,0,0.0,17,1.1
"37055","5","54","74","0","2024","1","",249,628,628,624,11405733,9796127,74768,1400,"",0.75,0.52,0.51,0.49,0.48,0.64,0.61,0.95,"",4,1.6,47,8.1,43,7.4,46,8.0,1648158,16.9,1588568,19.4,18236,32.3,109,8.4
"37057","3","54","74","0","2024","1","",2,8,8,8,140709,0,0,1353,"",5.61,1.23,1.22,1.21,1.36,0.00,0.00,1.12,"",0,0.0,-1,-11.1,-1,-11.1,-1,-11.1,-13421,-8.7,0,0.0,0,0.0,36,2.7
"37057","5","54","74","0","2024","1","",277,898,917,897,16113228,12829508,97353,1371,"",0.58,0.28,0.28,0.27,0.20,0.27,0.31,0.74,"",14,5.3,3,0.3,22,2.5,-12,-1.3,1702530,11.8,706314,5.8,5017,5.4,139,11.3
"37059","3","54","74","0","2024","1","",1,3,3,0,180,0,0,7,"",8.42,1.54,1.53,0.00,0.01,0.00,0.00,0.01,"",0,0.0,0,0.0,0,0.0,0,0.0,30,20.0,0,0.0,0,0.0,1,16.7
"37059","5","54","74","0","2024","1","",134,345,352,328,5513585,4902356,39727,1241,"",0.84,0.36,0.36,0.34,0.27,0.36,0.40,0.77,"",6,4.7,5,1.5,10,2.9,-13,-3.8,423438,8.3,388046,8.6,6149,18.3,93,8.1
"37061","5","54","74","0","2024","1","N",79,0,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,0,"N",8,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37063","3","54","74","0","2024","1","",1,1,1,1,27426,27426,335,2110,"",0.81,0.03,0.03,0.03,0.03,0.23,0.70,0.98,"",0,0.0,1,100.0,1,100.0,1,100.0,27426,100.0,27426,100.0,335,100.0,2110,100.0
"37063","5","54","74","0","2024","1","",2582,34624,34743,34512,1305963601,689755554,4828961,2901,"",1.56,2.11,2.09,2.09,1.85,2.18,2.37,0.88,"",124,5.0,310,0.9,230,0.7,6,0.0,107920154,9.0,15649785,2.3,257062,5.6,225,8.4
"37065","5","54","74","0","2024","1","",63,250,255,242,3389789,2973996,25258,1047,"",0.44,0.24,0.24,0.23,0.16,0.25,0.35,0.68,"",-2,-3.1,23,10.1,30,13.3,-4,-1.6,437804,14.8,236101,8.6,-537,-2.1,71,7.3
"37067","5","54","74","0","2024","1","",1497,8428,8395,8381,186074523,136284424,878612,1704,"",0.93,0.63,0.62,0.62,0.47,0.73,0.80,0.75,"",0,0.0,-266,-3.1,-259,-3.0,-267,-3.1,-2971741,-1.6,1648931,1.2,34108,4.0,26,1.5
"37069","5","54","74","0","2024","1","N",208,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0,"N",12,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37071","3","54","74","0","2024","1","",1,3,3,3,62992,0,0,1615,"",1.70,0.27,0.27,0.27,0.39,0.00,0.00,1.44,"",0,0.0,0,0.0,0,0.0,0,0.0,2675,4.4,0,0.0,0,0.0,68,4.4
"37071","5","54","74","0","2024","1","",576,1854,1882,1841,35966315,29848466,243431,1488,"",0.72,0.34,0.34,0.33,0.29,0.39,0.30,0.87,"",3,0.5,127,7.4,130,7.4,149,8.8,5399939,17.7,4335835,17.0,32675,15.5,124,9.1
"37073","5","54","74","0","2024","1","",16,31,34,33,314377,314377,1645,740,"",0.55,0.32,0.33,0.32,0.18,0.32,0.38,0.56,"",0,0.0,-6,-16.2,-2,-5.6,-1,-2.9,24254,8.4,24507,8.5,274,20.0,114,18.2
"37075","5","54","74","0","2024","1","N",16,0,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,0,"N",2,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37077","5","54","74","0","2024","1","",108,515,527,531,11384133,9318295,92087,1670,"",0.66,0.36,0.37,0.37,0.33,0.52,0.84,0.89,"",10,10.2,203,65.1,216,69.5,211,65.9,3217014,39.4,3142887,50.9,49115,114.3,-329,-16.5
"37079","5","54","74","0","2024","1","",20,59,55,56,828278,766868,6045,1124,"",0.37,0.19,0.17,0.18,0.14,0.28,0.37,0.76,"",2,11.1,-21,-26.2,-17,-23.6,-18,-24.3,-206047,-19.9,-258501,-25.2,-2938,-32.7,68,6.4
"37081","3","54","74","0","2024","1","",1,0,0,0,0,0,0,0,"",0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"37081","5","54","74","0","2024","1","",2258,13126,13271,13177,280487527,225930580,1541535,1636,"",0.91,0.65,0.65,0.65,0.53,0.71,0.78,0.81,"",-9,-0.4,323,2.5,443,3.5,411,3.2,22456432,8.7,13078948,6.1,73966,5.0,85,5.5
"37083","5","54","74","0","2024","1","",68,222,221,215,5014542,3207299,26294,1759,"",0.44,0.21,0.21,0.20,0.25,0.26,0.38,1.20,"",3,4.6,6,2.8,13,6.2,2,0.9,889510,21.6,344308,12.0,2492,10.5,265,17.7
